mrwhoop, 1,16, 1,56, 1,17, 1,53, 1,5, 1,35
mule, 63,63, 67,67, 69,69, 91,91, 3,3, 7,7
oceanic, 51,1, 58,8, 60,1, 68,8, 2,1, 13,8, 22,1, 36,8
packer, 74,76, 93,77, 76,78, 15,76, 31,77, 43,78, 48,76
patriot, 43,0
pcj600, 13,13, 22,22, 35,35, 38,38, 2,2, 3,3, 48,48, 51,51
peren, 18,1, 37,1, 55,1, 59,1, 43,1, 47,1, 66,1, 31,1
pheonix, 1,1, 3,3, 2,2, 6,6, 79,41, 8,41, 12,76, 16,76,23,76,  
pizzaboy, 14,6
police, 46,1
polmav, 46,1
pony, 62,62, 58,58, 62,62, 58,58, 32,32, 88,88, 1,1, 3,3
predator, 46,1
rancher, 32,3, 32,42, 32,53, 32,66, 32,14, 32,32
rcbandit, 17,27, 28,38, 38,47, 46,57, 41,27, 57,48, 67,58, 64,37
rcbaron, 14,75
rcraider, 14,75
rcgoblin, 14,75
reefer, 57,8, 8,17, 43,21, 54,38, 67,8, 37,78, 65,79, 25,78
regina, 53,32, 15,32, 45,32, 34,30, 65,32, 14,32, 12,32, 43,32
rio, 1,1
romero, 0,1, 70,1, 71,1, 72,1, 73,1
rumpo, 78,73, 16,72, 1,75, 18,74, 88,88, 37,1, 59,59, 19,19
sabre, 2,39, 9,39, 17,1, 21,1, 33,0, 37,0, 41,29, 56,29
sabretur, 61,39
sanchez, 6,6, 46,46, 53,53, 3,3
sandking, 15,78, 49,78, 69,78, 45,78, 51,78, 66,78, 56,78, 12,78
seaspar, 75,2
securica, 4,75
sentinel, 30,0, 2,0, 36,0, 8,0, 10,0, 11,0, 14,0, 49,0
sentxs, 51,0, 61,0, 41,0, 11,0, 64,0, 40,0, 38,0, 10,0
skimmer, 1,3, 1,5, 1,16, 1,22, 1,35, 1,44, 1,53, 1,57
spand, 9,9, 32,32, 69,69, 73,73, 81,81, 34,34
sparrow, 1,3
speeder, 1,3, 1,5, 1,16, 1,22, 1,35, 1,44, 1,53, 1,57
squalo, 1,3, 1,5, 1,16, 1,22, 1,35, 1,44, 1,53, 1,57
stallion, 57,8, 8,17, 43,21, 54,38, 67,8, 37,78, 65,79, 25,78
stinger, 5,5, 6,6, 10,10, 35,35, 33,33, 8,8, 2,2, 3,3
stretch, 84,84, 1,1, 79,79, 78,78
taxi, 6,75, 6,73, 6,76
topfun, 88,75
trash, 1,75
tropic, 1,1
vcnmav, 1,2
vicechee, 3,3, 6,6, 7,7, 52,52, 76,76
virgo, 40,65, 71,72, 52,66, 64,72, 30,72, 60,72
voodoo, 13,72
walton, 72,72, 93,93, 4,4, 11,11, 42,42, 51,51, 60,60, 64,64
washing, 9,9, 30,30, 36,36, 42,42, 13,13, 25,25, 54,54, 60,60
yankee, 28,72, 36,73, 48,74, 59,72, 67,73, 34,74, 13,72, 18,73
zebra, 12,73

end
